kind	name	category	signature	module	doc
class	NumberLine	mobject/graphing	(x_range: 'Sequence[float] | None' = None, length: 'float | None' = None, unit_size: 'float' = 1, include_ticks: 'bool' = True, tick_size: 'float' = 0.1, numbers_with_elongated_ticks: 'Iterable[float] | None' = None, longer_tick_multiple: 'int' = 2, exclude_origin_tick: 'bool' = False, rotation: 'float' = 0, stroke_width: 'float' = 2.0, include_tip: 'bool' = False, tip_width: 'float' = 0.35, tip_height: 'float' = 0.35, tip_shape: 'type[ArrowTip] | None' = None, include_numbers: 'bool' = False, font_size: 'float' = 36, label_direction: 'Point3DLike' = array([ 0., -1.,  0.]), label_constructor: 'type[ManimTextLabel]' = <class 'manim.mobject.text.tex_mobject.MathTex'>, scaling: '_ScaleBase' = <manim.mobject.graphing.scale.LinearBase object at 0x713b83560ec0>, line_to_number_buff: 'float' = 0.25, decimal_number_config: 'dict | None' = None, numbers_to_exclude: 'Iterable[float] | None' = None, numbers_to_include: 'Iterable[float] | None' = None, **kwargs: 'Any')	manim.mobject.graphing.number_line	Creates a number line with tick marks.
class	NumberPlane	mobject/graphing	(x_range: 'Sequence[float] | None' = (-7.111111111111111, 7.111111111111111, 1), y_range: 'Sequence[float] | None' = (-4.0, 4.0, 1), x_length: 'float | None' = None, y_length: 'float | None' = None, background_line_style: 'dict[str, Any] | None' = None, faded_line_style: 'dict[str, Any] | None' = None, faded_line_ratio: 'int' = 1, make_smooth_after_applying_functions: 'bool' = True, **kwargs: 'dict[str, Any]')	manim.mobject.graphing.coordinate_systems	Creates a cartesian plane with background lines.
constant	OBLIQUE	mobject/graphing	'OBLIQUE'	manim.mobject.graphing.coordinate_systems	
constant	OBLIQUE	mobject/graphing	'OBLIQUE'	manim.mobject.graphing.number_line	
constant	OBLIQUE	mobject/graphing	'OBLIQUE'	manim.mobject.graphing.probability	
constant	ORIGIN	mobject/graphing	array([0., 0., 0.])	manim.mobject.graphing.coordinate_systems	
constant	ORIGIN	mobject/graphing	array([0., 0., 0.])	manim.mobject.graphing.number_line	
constant	ORIGIN	mobject/graphing	array([0., 0., 0.])	manim.mobject.graphing.probability	
constant	OUT	mobject/graphing	array([0., 0., 1.])	manim.mobject.graphing.coordinate_systems	
constant	OUT	mobject/graphing	array([0., 0., 1.])	manim.mobject.graphing.number_line	
constant	OUT	mobject/graphing	array([0., 0., 1.])	manim.mobject.graphing.probability	
constant	PI	mobject/graphing	3.141592653589793	manim.mobject.graphing.coordinate_systems	
constant	PI	mobject/graphing	3.141592653589793	manim.mobject.graphing.number_line	
constant	PI	mobject/graphing	3.141592653589793	manim.mobject.graphing.probability	
constant	PURE_YELLOW	mobject/graphing	ManimColor('#FFFF00')	manim.mobject.graphing.coordinate_systems	
constant	PURE_YELLOW	mobject/graphing	ManimColor('#FFFF00')	manim.mobject.graphing.functions	
class	ParametricFunction	mobject/graphing	(function: 'Callable[[float], Point3DLike]', t_range: 'tuple[float, float] | tuple[float, float, float]' = (0, 1), scaling: '_ScaleBase' = <manim.mobject.graphing.scale.LinearBase object at 0x713b8308a240>, dt: 'float' = 1e-08, discontinuities: 'Iterable[float] | None' = None, use_smoothing: 'bool' = True, use_vectorized: 'bool' = False, **kwargs: 'Any')	manim.mobject.graphing.functions	A parametric curve.
class	PolarPlane	mobject/graphing	(radius_max: 'float' = 4.0, size: 'float | None' = None, radius_step: 'float' = 1, azimuth_step: 'float | None' = None, azimuth_units: 'str' = 'PI radians', azimuth_compact_fraction: 'bool' = True, azimuth_offset: 'float' = 0, azimuth_direction: 'str' = 'CCW', azimuth_label_buff: 'float' = 0.1, azimuth_label_font_size: 'float' = 24, radius_config: 'dict[str, Any] | None' = None, background_line_style: 'dict[str, Any] | None' = None, faded_line_style: 'dict[str, Any] | None' = None, faded_line_ratio: 'int' = 1, make_smooth_after_applying_functions: 'bool' = True, **kwargs: 'Any')	manim.mobject.graphing.coordinate_systems	Creates a polar plane with background lines.
constant	QUALITIES	mobject/graphing	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.mobject.graphing.coordinate_systems	
constant	QUALITIES	mobject/graphing	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.mobject.graphing.number_line	
constant	QUALITIES	mobject/graphing	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.mobject.graphing.probability	
constant	RESAMPLING_ALGORITHMS	mobject/graphing	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.mobject.graphing.coordinate_systems	
constant	RESAMPLING_ALGORITHMS	mobject/graphing	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.mobject.graphing.number_line	
constant	RESAMPLING_ALGORITHMS	mobject/graphing	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.mobject.graphing.probability	
constant	RIGHT	mobject/graphing	array([1., 0., 0.])	manim.mobject.graphing.coordinate_systems	
constant	RIGHT	mobject/graphing	array([1., 0., 0.])	manim.mobject.graphing.number_line	
constant	RIGHT	mobject/graphing	array([1., 0., 0.])	manim.mobject.graphing.probability	
constant	SCALE_FACTOR_PER_FONT_POINT	mobject/graphing	0.0010416666666666667	manim.mobject.graphing.coordinate_systems	
constant	SCALE_FACTOR_PER_FONT_POINT	mobject/graphing	0.0010416666666666667	manim.mobject.graphing.number_line	
constant	SCALE_FACTOR_PER_FONT_POINT	mobject/graphing	0.0010416666666666667	manim.mobject.graphing.probability	
constant	SCENE_NOT_FOUND_MESSAGE	mobject/graphing	'\n   {} is not in the script\n'	manim.mobject.graphing.coordinate_systems	
constant	SCENE_NOT_FOUND_MESSAGE	mobject/graphing	'\n   {} is not in the script\n'	manim.mobject.graphing.number_line	
constant	SCENE_NOT_FOUND_MESSAGE	mobject/graphing	'\n   {} is not in the script\n'	manim.mobject.graphing.probability	
constant	SEMIBOLD	mobject/graphing	'SEMIBOLD'	manim.mobject.graphing.coordinate_systems	
constant	SEMIBOLD	mobject/graphing	'SEMIBOLD'	manim.mobject.graphing.number_line	
constant	SEMIBOLD	mobject/graphing	'SEMIBOLD'	manim.mobject.graphing.probability	
constant	SEMILIGHT	mobject/graphing	'SEMILIGHT'	manim.mobject.graphing.coordinate_systems	
constant	SEMILIGHT	mobject/graphing	'SEMILIGHT'	manim.mobject.graphing.number_line	
constant	SEMILIGHT	mobject/graphing	'SEMILIGHT'	manim.mobject.graphing.probability	
constant	SHIFT_VALUE	mobject/graphing	65505	manim.mobject.graphing.coordinate_systems	
constant	SHIFT_VALUE	mobject/graphing	65505	manim.mobject.graphing.number_line	
constant	SHIFT_VALUE	mobject/graphing	65505	manim.mobject.graphing.probability	
constant	SMALL_BUFF	mobject/graphing	0.1	manim.mobject.graphing.coordinate_systems	
constant	SMALL_BUFF	mobject/graphing	0.1	manim.mobject.graphing.number_line	
constant	SMALL_BUFF	mobject/graphing	0.1	manim.mobject.graphing.probability	
constant	START_X	mobject/graphing	30	manim.mobject.graphing.coordinate_systems	
constant	START_X	mobject/graphing	30	manim.mobject.graphing.number_line	
constant	START_X	mobject/graphing	30	manim.mobject.graphing.probability	
constant	START_Y	mobject/graphing	20	manim.mobject.graphing.coordinate_systems	
constant	START_Y	mobject/graphing	20	manim.mobject.graphing.number_line	
constant	START_Y	mobject/graphing	20	manim.mobject.graphing.probability	
class	SampleSpace	mobject/graphing	(height: 'float' = 3, width: 'float' = 3, fill_color: 'ParsableManimColor' = ManimColor('#444444'), fill_opacity: 'float' = 1, stroke_width: 'float' = 0.5, stroke_color: 'ParsableManimColor' = ManimColor('#BBBBBB'), default_label_scale_val: 'float' = 1)	manim.mobject.graphing.probability	A mobject representing a twodimensional rectangular
constant	TAU	mobject/graphing	6.283185307179586	manim.mobject.graphing.coordinate_systems	
constant	TAU	mobject/graphing	6.283185307179586	manim.mobject.graphing.number_line	
constant	TAU	mobject/graphing	6.283185307179586	manim.mobject.graphing.probability	
constant	THIN	mobject/graphing	'THIN'	manim.mobject.graphing.coordinate_systems	
constant	THIN	mobject/graphing	'THIN'	manim.mobject.graphing.number_line	
constant	THIN	mobject/graphing	'THIN'	manim.mobject.graphing.probability	
constant	TYPE_CHECKING	mobject/graphing	False	manim.mobject.graphing.coordinate_systems	
constant	TYPE_CHECKING	mobject/graphing	False	manim.mobject.graphing.functions	
constant	TYPE_CHECKING	mobject/graphing	False	manim.mobject.graphing.number_line	
constant	TYPE_CHECKING	mobject/graphing	False	manim.mobject.graphing.scale	
class	ThreeDAxes	mobject/graphing	(x_range: 'Sequence[float] | None' = (-6, 6, 1), y_range: 'Sequence[float] | None' = (-5, 5, 1), z_range: 'Sequence[float] | None' = (-4, 4, 1), x_length: 'float | None' = 10.5, y_length: 'float | None' = 10.5, z_length: 'float | None' = 6.5, z_axis_config: 'dict[str, Any] | None' = None, z_normal: 'Vector3DLike' = array([ 0., -1.,  0.]), num_axis_pieces: 'int' = 20, light_source: 'Point3DLike' = array([-7., -9., 10.]), depth: 'Any' = None, gloss: 'float' = 0.5, **kwargs: 'dict[str, Any]')	manim.mobject.graphing.coordinate_systems	A 3-dimensional set of axes.
constant	UL	mobject/graphing	array([-1.,  1.,  0.])	manim.mobject.graphing.coordinate_systems	
constant	UL	mobject/graphing	array([-1.,  1.,  0.])	manim.mobject.graphing.number_line	
constant	UL	mobject/graphing	array([-1.,  1.,  0.])	manim.mobject.graphing.probability	
constant	ULTRABOLD	mobject/graphing	'ULTRABOLD'	manim.mobject.graphing.coordinate_systems	
constant	ULTRABOLD	mobject/graphing	'ULTRABOLD'	manim.mobject.graphing.number_line	
constant	ULTRABOLD	mobject/graphing	'ULTRABOLD'	manim.mobject.graphing.probability	
constant	ULTRAHEAVY	mobject/graphing	'ULTRAHEAVY'	manim.mobject.graphing.coordinate_systems	
constant	ULTRAHEAVY	mobject/graphing	'ULTRAHEAVY'	manim.mobject.graphing.number_line	
constant	ULTRAHEAVY	mobject/graphing	'ULTRAHEAVY'	manim.mobject.graphing.probability	
constant	ULTRALIGHT	mobject/graphing	'ULTRALIGHT'	manim.mobject.graphing.coordinate_systems	
constant	ULTRALIGHT	mobject/graphing	'ULTRALIGHT'	manim.mobject.graphing.number_line	
constant	ULTRALIGHT	mobject/graphing	'ULTRALIGHT'	manim.mobject.graphing.probability	
constant	UP	mobject/graphing	array([0., 1., 0.])	manim.mobject.graphing.coordinate_systems	
constant	UP	mobject/graphing	array([0., 1., 0.])	manim.mobject.graphing.number_line	
constant	UP	mobject/graphing	array([0., 1., 0.])	manim.mobject.graphing.probability	
constant	UR	mobject/graphing	array([1., 1., 0.])	manim.mobject.graphing.coordinate_systems	
constant	UR	mobject/graphing	array([1., 1., 0.])	manim.mobject.graphing.number_line	
constant	UR	mobject/graphing	array([1., 1., 0.])	manim.mobject.graphing.probability	
class	UnitInterval	mobject/graphing	(unit_size: 'float' = 10, numbers_with_elongated_ticks: 'list[float] | None' = None, decimal_number_config: 'dict[str, Any] | None' = None, **kwargs: 'Any')	manim.mobject.graphing.number_line	Creates a number line with tick marks.
constant	WHITE	mobject/graphing	ManimColor('#FFFFFF')	manim.mobject.graphing.coordinate_systems	
constant	X_AXIS	mobject/graphing	array([1., 0., 0.])	manim.mobject.graphing.coordinate_systems	
constant	X_AXIS	mobject/graphing	array([1., 0., 0.])	manim.mobject.graphing.number_line	
constant	X_AXIS	mobject/graphing	array([1., 0., 0.])	manim.mobject.graphing.probability	
constant	YELLOW	mobject/graphing	ManimColor('#F7D96F')	manim.mobject.graphing.probability	
constant	Y_AXIS	mobject/graphing	array([0., 1., 0.])	manim.mobject.graphing.coordinate_systems	
constant	Y_AXIS	mobject/graphing	array([0., 1., 0.])	manim.mobject.graphing.number_line	
constant	Y_AXIS	mobject/graphing	array([0., 1., 0.])	manim.mobject.graphing.probability	
constant	Z_AXIS	mobject/graphing	array([0., 0., 1.])	manim.mobject.graphing.coordinate_systems	
constant	Z_AXIS	mobject/graphing	array([0., 0., 1.])	manim.mobject.graphing.number_line	
constant	Z_AXIS	mobject/graphing	array([0., 0., 1.])	manim.mobject.graphing.probability	
constant	MANIM_SVG_PATHS	mobject/logo	[Path(Move(end=Point(4.64259,-2.092154)), Line(start=Point(4.64259,-2.092154), end=Point(2.739726,-6.625156)), CubicB...	manim.mobject.logo	
class	ManimBanner	mobject/logo	(dark_theme: 'bool' = True)	manim.mobject.logo	Convenience class representing Manim's banner.
constant	BOLD	mobject/matrix	'BOLD'	manim.mobject.matrix	
constant	BOOK	mobject/matrix	'BOOK'	manim.mobject.matrix	
constant	CHOOSE_NUMBER_MESSAGE	mobject/matrix	'\nChoose number corresponding to desired scene/arguments.\n(Use comma separated list for multiple entries or use "*"...	manim.mobject.matrix	
constant	CONTEXT_SETTINGS	mobject/matrix	{'align_option_groups': True, 'align_sections': True, 'show_constraints': True}	manim.mobject.matrix	
constant	CTRL_VALUE	mobject/matrix	65507	manim.mobject.matrix	
constant	DEFAULT_ARROW_TIP_LENGTH	mobject/matrix	0.35	manim.mobject.matrix	
constant	DEFAULT_DASH_LENGTH	mobject/matrix	0.05	manim.mobject.matrix	
constant	DEFAULT_DOT_RADIUS	mobject/matrix	0.08	manim.mobject.matrix	
constant	DEFAULT_FONT_SIZE	mobject/matrix	48	manim.mobject.matrix	
constant	DEFAULT_MOBJECT_TO_EDGE_BUFFER	mobject/matrix	0.5	manim.mobject.matrix	
constant	DEFAULT_MOBJECT_TO_MOBJECT_BUFFER	mobject/matrix	0.25	manim.mobject.matrix	
constant	DEFAULT_POINTWISE_FUNCTION_RUN_TIME	mobject/matrix	3.0	manim.mobject.matrix	
constant	DEFAULT_POINT_DENSITY_1D	mobject/matrix	10	manim.mobject.matrix	
constant	DEFAULT_POINT_DENSITY_2D	mobject/matrix	25	manim.mobject.matrix	
constant	DEFAULT_QUALITY	mobject/matrix	'high_quality'	manim.mobject.matrix	
constant	DEFAULT_SMALL_DOT_RADIUS	mobject/matrix	0.04	manim.mobject.matrix	
constant	DEFAULT_STROKE_WIDTH	mobject/matrix	4	manim.mobject.matrix	
constant	DEFAULT_WAIT_TIME	mobject/matrix	1.0	manim.mobject.matrix	
constant	DEGREES	mobject/matrix	0.017453292519943295	manim.mobject.matrix	
constant	DL	mobject/matrix	array([-1., -1.,  0.])	manim.mobject.matrix	
constant	DOWN	mobject/matrix	array([ 0., -1.,  0.])	manim.mobject.matrix	
constant	DR	mobject/matrix	array([ 1., -1.,  0.])	manim.mobject.matrix	
class	DecimalMatrix	mobject/matrix	(matrix: 'Iterable[Iterable[Any]]', element_to_mobject: 'type[VMobject] | Callable[..., VMobject]' = <class 'manim.mobject.text.numbers.DecimalNumber'>, element_to_mobject_config: 'dict[str, Any]' = {'num_decimal_places': 1}, **kwargs: 'Any')	manim.mobject.matrix	A mobject that displays a matrix with decimal entries on the screen.
constant	EPILOG	mobject/matrix	'Made with <3 by Manim Community developers.'	manim.mobject.matrix	
constant	HEAVY	mobject/matrix	'HEAVY'	manim.mobject.matrix	
constant	IN	mobject/matrix	array([ 0.,  0., -1.])	manim.mobject.matrix	
constant	INVALID_NUMBER_MESSAGE	mobject/matrix	'Invalid scene numbers have been specified. Aborting.'	manim.mobject.matrix	
constant	ITALIC	mobject/matrix	'ITALIC'	manim.mobject.matrix	
class	IntegerMatrix	mobject/matrix	(matrix: 'Iterable[Iterable[Any]]', element_to_mobject: 'type[VMobject] | Callable[..., VMobject]' = <class 'manim.mobject.text.numbers.Integer'>, **kwargs: 'Any')	manim.mobject.matrix	A mobject that displays a matrix with integer entries on the screen.
